created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Nov 15 23:55:36 +0000 2023;1724939236477112571;"Perth in grip of C0VID wave &amp  superspreader Coldplay concerts this weekend - over 100K people, 40K flying in from elsewhere.   Epidemiologist @DrZoeHyde says wear mask, preferably N95, on public transport &amp  at stadium.  @CHO_WAHealth @AMA_WAPresident   https://t.co/a9v49lecGr";5;10;73;205;en;46042676;1724939236477112571;amnewtonPhD;https://twitter.com/amnewtonPhD/status/1724939236477112571
Wed Nov 15 23:51:39 +0000 2023;1724938244201345156;"reading all the tweets abt how chaos coldplay concert last night due to poor management from promoter made me glad taylor didnt add Indonesia in eras tour list.";0;0;0;0;en;835442323;1724938244201345156;uniserendipity;https://twitter.com/uniserendipity/status/1724938244201345156
Wed Nov 15 23:50:07 +0000 2023;1724937855607390482;"@chairmanGLC Malaysia: kita benci lgbt movement!  Holds coldplay concert.";1;3;0;9;en;770943602629369856;1724799207700406667;Boobies888;https://twitter.com/Boobies888/status/1724937855607390482
Wed Nov 15 23:44:14 +0000 2023;1724936375882174671;"I still can't figure it out why I don't have the fuckin ticket for Coldplay concert Why the fuck some of those fomo gangs that only knows Yellow or Fix You got the fuckin ticket??? Like howwww this is so unfair";1;1;0;1;en;513041996;1724936375882174671;sj_besar;https://twitter.com/sj_besar/status/1724936375882174671
Wed Nov 15 23:41:37 +0000 2023;1724935719389651437;"coldplay concert tix cutie";0;0;0;0;en;1120642022811901957;1724935719389651437;uniqloe_;https://twitter.com/uniqloe_/status/1724935719389651437
Wed Nov 15 23:40:05 +0000 2023;1724935331798216844;"the way that virtually no tweets about yesterday’s coldplay concert (except for chris martin taking a walk in sudirman) reached my timeline 👀 https://t.co/M28rZcz83P";0;1;0;0;en;1547833213388697601;1724935331798216844;hyunjinpacil;https://twitter.com/hyunjinpacil/status/1724935331798216844
Wed Nov 15 23:30:12 +0000 2023;1724932845595250964;"@coldplay Next concert I will see it 😭🤲";0;0;0;0;en;1723575808642764800;1724860844406911101;winterbeatae24;https://twitter.com/winterbeatae24/status/1724932845595250964
Wed Nov 15 23:29:16 +0000 2023;1724932611225891237;"@coldplay Singapore just take advantage with longer concert, with most audiences also from Indonesia..";0;0;0;2;en;823117027552264192;1724801536289824813;lastman365214;https://twitter.com/lastman365214/status/1724932611225891237
Wed Nov 15 23:28:20 +0000 2023;1724932374444769375;"@Matweymatwey @faizalhamssin @PASPusat Yes. PAS Pusat should hold all their activities there, eg, annual party convention, ceramah politik, protest against Coldplay concert.  Issue fatwa that all diehard PAS supporters to holiday there and nowhere else eg Golok, London, Singapore.";0;0;0;0;en;1469594431569362946;1722804688490553621;SuaraHati88888;https://twitter.com/SuaraHati88888/status/1724932374444769375
Wed Nov 15 23:27:07 +0000 2023;1724932069124612197;"Waking up and realize that your friends send you Coldplay concert videos is sooo nyebelinnn 🥲😭";0;0;0;0;en;235573916;1724932069124612197;amore_lia;https://twitter.com/amore_lia/status/1724932069124612197
Wed Nov 15 23:24:20 +0000 2023;1724931366289318154;"All those Coldplay concert footage in Jakarta surely bring back all the great old memories in 2017  So maybe thats why you coming to my dream again ya? 🐼🦒";0;0;0;0;en;30132376;1724931366289318154;badaiy;https://twitter.com/badaiy/status/1724931366289318154
Wed Nov 15 23:24:15 +0000 2023;1724931346773180903;"Me : *not opening tiktok and insta to avoid Coldplay concert*  Me open twitter : AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭";0;0;0;0;en;1709509351755685888;1724931346773180903;imamasihsabar;https://twitter.com/imamasihsabar/status/1724931346773180903
Wed Nov 15 23:20:00 +0000 2023;1724930278500507968;"More than 200 conservative Muslims marched in Indonesia’s capital on Wednesday, calling for the cancellation of a Coldplay concert that night over the British band’s support for the LGBTQ+ community. https://t.co/U0QAr6gbFR";0;0;0;0;en;20269833;1724930278500507968;TribLIVE;https://twitter.com/TribLIVE/status/1724930278500507968
Wed Nov 15 23:17:41 +0000 2023;1724929696218136628;"@coldplay SEE U ON THE NEXT CONCERT!!!!!😭 PROMISE U WILL COMEBACK TO INDONESIA!😭👋🏼";0;0;0;0;en;1720403788358635520;1724860844406911101;marchsunset7;https://twitter.com/marchsunset7/status/1724929696218136628
Wed Nov 15 23:16:39 +0000 2023;1724929436137505035;"Lastnite was Coldplay concert at GBK?????? Oh......................... :""""";0;1;0;0;en;1709509351755685888;1724929436137505035;imamasihsabar;https://twitter.com/imamasihsabar/status/1724929436137505035
Wed Nov 15 23:09:57 +0000 2023;1724927746823135525;"i didn’t know coldplay concert in jkt had chaos at the back. it’s crazy how some people felt no embarrassment asking to open the gate and entering without tix lmao";0;0;0;0;en;1241020092655288320;1724927746823135525;rocjkstarr;https://twitter.com/rocjkstarr/status/1724927746823135525
Wed Nov 15 22:54:43 +0000 2023;1724923913933668491;"@TanV013 Enjoy Coldplay!  Their concerts are so much fun.  Looking forward to hearing all about it 🥳💜✨✌️";0;1;0;1;en;1594480063;1724917028660957466;mostly_7;https://twitter.com/mostly_7/status/1724923913933668491
Wed Nov 15 22:54:16 +0000 2023;1724923801475924293;"Me with my Coldplay concert";0;0;0;2;en;927680729261182977;1724923801475924293;tgkclu6;https://twitter.com/tgkclu6/status/1724923801475924293
Wed Nov 15 22:46:40 +0000 2023;1724921891083939903;"Scientists warn Coldplay fans to dust off face masks ahead of Perth concerts https://t.co/VpIMRym1WA";2;13;3;3;en;15339488;1724921891083939903;WAtoday;https://twitter.com/WAtoday/status/1724921891083939903
Wed Nov 15 22:43:34 +0000 2023;1724921109177372882;"Dang, now that's what I call wishful thinking. Imagine Coldplay playing a concert in Vietnam!";0;1;0;2;en;1528475204351102977;1724921109177372882;movingonmyown;https://twitter.com/movingonmyown/status/1724921109177372882
Wed Nov 15 22:29:41 +0000 2023;1724917613233353039;"Mark my words... i will watch coldplay concert before i die... unless they retire after MOTS tour";0;2;0;0;en;1179290751269687298;1724917613233353039;PrimaPradipta7;https://twitter.com/PrimaPradipta7/status/1724917613233353039
Wed Nov 15 22:18:28 +0000 2023;1724914792442347925;"@coldplay The best experience concert i came in jakarta 💯";0;0;0;0;en;1496364819946954753;1724860844406911101;Ivan_vanss;https://twitter.com/Ivan_vanss/status/1724914792442347925
Wed Nov 15 22:16:49 +0000 2023;1724914375000211821;"@VirginAustralia kicking people off flights to #Perth and changing the flights to Saturday. Not sure how we’re going to make the @coldplay concert.   @7NewsMelbourne @9NewsMelb https://t.co/QrLUSuyLrN";0;3;0;0;en;1114347565;1724914375000211821;mattrech95;https://twitter.com/mattrech95/status/1724914375000211821
Wed Nov 15 22:11:11 +0000 2023;1724912960517357877;"My Universe’s fancams are so beautiful.   Crying seeing my Bangtan on screen and ALMOST becomes envious towards my friend who went to Coldplay concert.";0;0;0;5;en;1294637040487632896;1724912960517357877;nanamjooniest;https://twitter.com/nanamjooniest/status/1724912960517357877
Wed Nov 15 22:07:18 +0000 2023;1724911983428862131;"I'd do anything for Coldplay to have a concert in Nigeria";0;1;0;2;en;1621165128082153473;1724911983428862131;angor00;https://twitter.com/angor00/status/1724911983428862131
Wed Nov 15 22:06:20 +0000 2023;1724911737046978611;"Coldplay Concert India 2024 Tickets Price, Booking, Dates for Asia Tour https://t.co/ZLZ0StVtWT";0;0;0;0;en;1715642958228189184;1724911737046978611;Sarkarijob42166;https://twitter.com/Sarkarijob42166/status/1724911737046978611
Wed Nov 15 22:05:40 +0000 2023;1724911570583764994;"@coldplay Multi day concert please!";0;0;0;0;en;62496327;1724801536289824813;yuningsihartati;https://twitter.com/yuningsihartati/status/1724911570583764994
Wed Nov 15 22:04:11 +0000 2023;1724911195654660557;"I really wish to go to a Coldplay concert";0;0;0;0;en;1561763793444675584;1724911195654660557;Lilac_lilah_7;https://twitter.com/Lilac_lilah_7/status/1724911195654660557
Wed Nov 15 22:02:36 +0000 2023;1724910800459215313;"The dark side of @coldplay concert in Jakarta 😑";0;1;0;0;en;48732981;1724910800459215313;sipietz;https://twitter.com/sipietz/status/1724910800459215313
Wed Nov 15 22:00:53 +0000 2023;1724910366147174765;"tbh coldplay was one of the best concerts i ever went to, i miss it a lot";0;0;0;1;en;1528304654886502401;1724910366147174765;minjaefy;https://twitter.com/minjaefy/status/1724910366147174765
Wed Nov 15 21:58:52 +0000 2023;1724909859265806403;"Scientists warn Coldplay fans to dust off face masks ahead of Perth concerts.  "University of Western Australia epidemiologist Zoe Hyde said anyone attending the concert should wear a mask, preferably an N95, on public transport and at the stadium."  https://t.co/WPoDBFJhqN https://t.co/Wculesze58";16;23;183;511;en;1065397059262414848;1724909859265806403;BigBadDenis;https://twitter.com/BigBadDenis/status/1724909859265806403
Wed Nov 15 21:57:17 +0000 2023;1724909459762475037;"i was like ready to have some jealous with coldplay concert but nvm my expectation is kpop concert ijbol";0;0;0;0;en;1652306682360520704;1724909459762475037;shanbinjogja;https://twitter.com/shanbinjogja/status/1724909459762475037
Wed Nov 15 21:56:56 +0000 2023;1724909375075270811;":’) It’s really good to see this &amp  i can’t make it to their concert in SNBJ soon which is on upcoming Wednesday and i have already let go the tickets. It was a tough decisions ever for me but i really really need to 😂 InshaAllah, See you in 2024, @coldplay ❤️";0;1;0;0;en;307330396;1724909375075270811;NurAischa;https://twitter.com/NurAischa/status/1724909375075270811
Wed Nov 15 21:55:29 +0000 2023;1724909008383803554;"Muslim anti-LGBT groups descend on Coldplay’s first concert in Indonesia https://t.co/fXC22jfSS2";0;1;0;0;en;1937664564;1724909008383803554;UH60Andy;https://twitter.com/UH60Andy/status/1724909008383803554
Wed Nov 15 21:47:03 +0000 2023;1724906884631789691;"what happened at the Coldplay concert";0;1;0;0;en;1680477646495571968;1724906884631789691;assumesform;https://twitter.com/assumesform/status/1724906884631789691
Wed Nov 15 21:41:40 +0000 2023;1724905532375368104;"Conservative Muslims in Indonesia protest Coldplay concert over the band's LGBTQ support https://t.co/5LwVsKlWx4";0;0;0;0;en;376336977;1724905532375368104;gayspiration;https://twitter.com/gayspiration/status/1724905532375368104
Wed Nov 15 21:38:30 +0000 2023;1724904736158363669;"@coldplayaccess @coldplay Best concert! ✨✨✨ https://t.co/fxU1snWY7L";0;0;0;0;en;132078023;1724817076244652532;officialinews_;https://twitter.com/officialinews_/status/1724904736158363669
Wed Nov 15 21:23:21 +0000 2023;1724900921430429975;"@whathobertie The Coldplay weekend trip concert potential............................";0;1;0;1;en;389535668;1724829625405104540;shivering__gold;https://twitter.com/shivering__gold/status/1724900921430429975
Wed Nov 15 21:16:56 +0000 2023;1724899308099768711;"@coldplay Best concert in my life! Thx for amazing performance 🔥🔥🔥 #ColdplayJakarta";0;0;0;0;en;142724983;1724860844406911101;sirzm;https://twitter.com/sirzm/status/1724899308099768711
Wed Nov 15 21:15:52 +0000 2023;1724899037323870628;"@Alecats42 They were at the Coldplay concert and she so happened to be there too 🧍";0;1;0;1;en;736842967692894208;1724897399465001144;M_elonbread;https://twitter.com/M_elonbread/status/1724899037323870628
Wed Nov 15 21:13:39 +0000 2023;1724898479754096820;"@7_BoraGAS @Fooomey Some people were protesting against the concert in Indonesia saying Coldplay support LGBTQ+";0;1;0;0;en;1590738677738741762;1724894248829669863;TosinBTS;https://twitter.com/TosinBTS/status/1724898479754096820
Wed Nov 15 21:03:30 +0000 2023;1724895924538007606;"Coldplay Covid Concert fears....  proudly sponsored by Pfizer https://t.co/vlPEHN5Od2";0;0;1;0;en;1483688208060010496;1724895924538007606;KarlUntz;https://twitter.com/KarlUntz/status/1724895924538007606
Wed Nov 15 20:57:54 +0000 2023;1724894517810348193;"Muslim anti-LGBT groups descend on Coldplay’s first concert in Indonesia #coldplay #gayrights https://t.co/xfdWzT2dxq";0;0;0;0;en;24773466;1724894517810348193;harlowgold;https://twitter.com/harlowgold/status/1724894517810348193
Wed Nov 15 20:46:52 +0000 2023;1724891741260783922;"@Coldplay definitively knows how to rock it on stage. Your concerts are SPECTACULAR and particularly loved the one at the Rose Bowl in LA. Congrats to one of the most successful bands of the 21st century! 🔥🎸✨🤩✨🎸🔥 https://t.co/FBYI0tN7vl";0;0;1;2;en;1674301838068441088;1724891741260783922;AquariusKarma8;https://twitter.com/AquariusKarma8/status/1724891741260783922
Wed Nov 15 20:42:22 +0000 2023;1724890606823211093;"Conservative Muslims in Indonesia protest Coldplay concert over the band's LGBTQ+ support https://t.co/BIktgY10tb";0;0;0;0;en;1009201417280557056;1724890606823211093;Rosario87406832;https://twitter.com/Rosario87406832/status/1724890606823211093
Wed Nov 15 20:39:13 +0000 2023;1724889813587996747;"WTS want to sell Coldplay Concert in Singapore  🗓️31 January 2024 🎫2tix Cat 7 sec 614 row J 💵original price  Send me a DM if you are interested  all proof by dm   #Coldplay";0;1;0;0;en;1651933019379253255;1724889813587996747;ct_cone;https://twitter.com/ct_cone/status/1724889813587996747
Wed Nov 15 20:32:59 +0000 2023;1724888247762067898;"From Copland to Coldplay, our Senior Music Ensembles performed their chosen repertoire for friends and family in our end-of-year Music Ensembles Concert. Congratulations to all our musicians for a delightful night of music. https://t.co/xjAHUi9Szy";0;0;0;3;en;843582793288359938;1724888247762067898;Loreto_LK;https://twitter.com/Loreto_LK/status/1724888247762067898
Wed Nov 15 20:29:41 +0000 2023;1724887417822622027;"sacrificed my jan 19 filed leave (filed this para sana i get enough rest for coldplay’s concert the next day, pero as a naghihingalo leave credits Q1 pa lang, no choice ako but i-retract to😅 puyat gaming nanaman before an event lets gaur🫠)  for fate in taipei🥹";0;0;0;0;en;1315294323655626757;1724887417822622027;heeskrystal;https://twitter.com/heeskrystal/status/1724887417822622027
Wed Nov 15 20:28:48 +0000 2023;1724887193536352617;"Muslim anti-LGBT groups descend on Coldplay’s first concert in Indonesia https://t.co/2csXvCVejR";0;0;0;0;en;1386808869876289538;1724887193536352617;StephenMedlock5;https://twitter.com/StephenMedlock5/status/1724887193536352617
Wed Nov 15 20:27:41 +0000 2023;1724886912551518536;"Coldplay Concert India 2024 Tickets Price, Booking, Dates for Asia Tour https://t.co/msJ8TBZWDV";0;0;0;0;en;1715642958228189184;1724886912551518536;Sarkarijob42166;https://twitter.com/Sarkarijob42166/status/1724886912551518536
Wed Nov 15 20:27:30 +0000 2023;1724886866090971268;"Coldplay had the best concert of 2023 for me. I saw a lot of people. Bey in second place but Coldplay, my goodness - it’s a show of a lifetime! If you get a chance to see them live, GO!!!!";0;0;0;0;en;269801479;1724886866090971268;cocobenson_;https://twitter.com/cocobenson_/status/1724886866090971268
Wed Nov 15 20:23:18 +0000 2023;1724885811660042581;"gila coldplay concert indo really chaos like wtf bruh";0;2;0;4;en;1215624206328594432;1724885811660042581;cryingyve;https://twitter.com/cryingyve/status/1724885811660042581
Wed Nov 15 20:23:11 +0000 2023;1724885778663391460;"One of my favorite song of all time, Clocks by @coldplay  What a wonderful concert.. #ColdplayInJakarta https://t.co/5ba7OzgKUi";1;0;0;2;en;2392050907;1724885778663391460;moon_nightt8;https://twitter.com/moon_nightt8/status/1724885778663391460
Wed Nov 15 20:21:13 +0000 2023;1724885283517211082;"@coldplay Please if you going back to Indonesia, make a multi-day concert like in Singapore, Switzerland, Thailand, etc.  Or if you want to, go to another city in Indonesia it's okay. I think if Coldplay held a concert in Surabaya or Bali beside Jakarta, maybe will also succeed";0;0;0;10;en;149385326;1724860844406911101;akmal_darari;https://twitter.com/akmal_darari/status/1724885283517211082
Wed Nov 15 20:15:25 +0000 2023;1724883826646630635;"@coldplay One Coldplay concert before my last breath, amen.";0;0;0;2;en;944652745012891648;1724860844406911101;___Temilade;https://twitter.com/___Temilade/status/1724883826646630635
Wed Nov 15 20:01:04 +0000 2023;1724880215690957036;"@coldplay I really have only few wins in my life, one of them was watching your concert guys, thank you for coming to jakarta 😭😭😭😭";0;0;0;0;en;742500477007364099;1724860844406911101;fadlyy___;https://twitter.com/fadlyy___/status/1724880215690957036
Wed Nov 15 19:59:58 +0000 2023;1724879935897239937;"@coldplay You say that after every concert";0;0;0;0;en;259810041;1724860844406911101;Sneed26;https://twitter.com/Sneed26/status/1724879935897239937
Wed Nov 15 19:59:00 +0000 2023;1724879696129568974;"@5Pillarsuk Most Indonesians are not extremists.  If people want to listen to Coldplay at the concert, let them.";0;0;2;17;en;1647332373049081856;1724853368084938958;MorpokAnkh71072;https://twitter.com/MorpokAnkh71072/status/1724879696129568974
Wed Nov 15 19:51:07 +0000 2023;1724877708499599404;"[AM] Coldplay show to go on despite anti-LGBTQ threats: British pop-rock band Coldplay will perform its scheduled concert in Jakarta on Wednesday night despite calls by anti-LGBTQ demonstrators in the ...     View article... https://t.co/DhqoCbgn35";0;0;1;0;en;138418838;1724877708499599404;StigmabaseO;https://twitter.com/StigmabaseO/status/1724877708499599404
Wed Nov 15 19:50:48 +0000 2023;1724877629189443900;"KEREN BANGET @coldplay ! You guys are amazing! The best concert experience i've ever had!!! Thank you for coming to indonesia. Please comeback again on the next tour #ColdplayJakarta https://t.co/8cCdQa2phP";0;0;0;0;en;1232590374880698370;1724877629189443900;hcjwoony;https://twitter.com/hcjwoony/status/1724877629189443900
Wed Nov 15 19:49:31 +0000 2023;1724877308010299704;"Conservative Muslims in Indonesia protest Coldplay concert over the band’s LGBTQ+ support. #ColdplayJakarta #ColdplayInJakarta  #LGBTQ https://t.co/gIFMLhK75h";0;0;0;0;en;3012486494;1724877308010299704;greenlemonme;https://twitter.com/greenlemonme/status/1724877308010299704
Wed Nov 15 19:49:16 +0000 2023;1724877246119502037;"The other side of the successful Coldplay concert in Jakarta, there were sad stories about many people whose tickets were said to be invalid when in fact, they bought them themselves. Here's the thread ⬇️⬇️  #ColdplayJakarta #ColdplayInJakarta";0;0;0;1;en;1214465101614370817;1724877246119502037;vinaverdemusic;https://twitter.com/vinaverdemusic/status/1724877246119502037
Wed Nov 15 19:46:35 +0000 2023;1724876571469578358;"Conservative Muslims in Indonesia protest Coldplay concert over the band's LGBTQ support  https://t.co/rjQWZDNrSP";1;0;0;1;en;389320918;1724876571469578358;DCHomos;https://twitter.com/DCHomos/status/1724876571469578358
Wed Nov 15 19:44:36 +0000 2023;1724876071986938081;"@coldplay REMEMBER TO CONCERT EVERY WEEK, CHRIS!";0;0;0;3;en;817092806;1724860844406911101;sipanverse;https://twitter.com/sipanverse/status/1724876071986938081
Wed Nov 15 19:43:02 +0000 2023;1724875674962612251;"⚠️Violent Clashes in Indonesia as Protesters Call for Coldplay Concert to be Scrapped over Band's Support of LGBTQ Community https://t.co/71ndTk8ZjH";0;0;1;1;en;1713922059141824512;1724875674962612251;DailyNews65;https://twitter.com/DailyNews65/status/1724875674962612251
Wed Nov 15 19:40:36 +0000 2023;1724875062874964446;"Conservative Muslims in Indonesia protest Coldplay concert over the band's LGBTQ support https://t.co/YMmxzUMSfe via @nbcnews";0;0;0;1;en;347491838;1724875062874964446;Scott_Parry_;https://twitter.com/Scott_Parry_/status/1724875062874964446
Wed Nov 15 19:34:53 +0000 2023;1724873626296668372;"just an 'unusual' photo from the concert 🤪🫡  thank you for one of the best night ever @coldplay !  #ColdplayJakarta  #theywillbeback https://t.co/60xBHDtuIM";0;0;0;0;en;92564595;1724873626296668372;caesargunawan99;https://twitter.com/caesargunawan99/status/1724873626296668372
Wed Nov 15 19:33:42 +0000 2023;1724873327502578082;"@coldplay What a dream come true :’) thank you for the best concert experience https://t.co/7ITT3e2TKC";0;1;4;32;en;300090717;1724860844406911101;agamuhammad;https://twitter.com/agamuhammad/status/1724873327502578082
Wed Nov 15 19:32:30 +0000 2023;1724873027392045240;"@agikun I've been to several Coldplay concerts, they are amazing!!!";0;1;0;7;en;1604392442;1724766549846958218;flora_38657;https://twitter.com/flora_38657/status/1724873027392045240
Wed Nov 15 19:32:00 +0000 2023;1724872901135094053;"WTB want to buy COLDPLAY MALAYSIA CAT 2/4/5 (2-3 tickets) COD ONLY  tags— wts wtb want to buy coldplay concert malaysia";0;8;0;3;en;1486715296505155591;1724872901135094053;Iaurchive;https://twitter.com/Iaurchive/status/1724872901135094053
Wed Nov 15 19:24:30 +0000 2023;1724871014121623646;"The sort of anti-gay regime the pro-Palestinian protesters desire  Muslim anti-LGBT groups descend on Coldplay’s first concert in Indonesia https://t.co/fjur6ALL2n";0;0;0;0;en;1291174459307626500;1724871014121623646;angela77261941;https://twitter.com/angela77261941/status/1724871014121623646
Wed Nov 15 19:22:52 +0000 2023;1724870601339207873;"all of my irls are at the coldplay concert";0;0;0;1;en;1017570026;1724870601339207873;addressletters;https://twitter.com/addressletters/status/1724870601339207873
Wed Nov 15 19:22:15 +0000 2023;1724870444686119159;"TBF,  Coldplay gigs are an affront to humanity.  Muslim anti-LGBT groups descend on Coldplay’s first concert in Indonesia https://t.co/8pQtgDIhXH";0;0;0;0;en;1018974167620902912;1724870444686119159;Frankfurt132;https://twitter.com/Frankfurt132/status/1724870444686119159
Wed Nov 15 19:19:30 +0000 2023;1724869752785633581;"Enjoy your last Coldplay Concert in Indonesia🙏";0;0;0;0;en;1263454995879325698;1724869752785633581;tejarbeledug;https://twitter.com/tejarbeledug/status/1724869752785633581
Wed Nov 15 19:19:23 +0000 2023;1724869724734128391;"JUST HAD THE BEST CONCERT EVER AND THE HAPPIEST DAY OF MY LIFE❤️‍🔥❤️‍🔥 thankyouuuu @coldplay";0;1;0;4;en;908598480188334080;1724869724734128391;grizzygreyz;https://twitter.com/grizzygreyz/status/1724869724734128391
Wed Nov 15 19:13:29 +0000 2023;1724868240466407793;"probably the best concert i've ever been to. the energy, the vibe, lighting, sound, people around me. thank you @coldplay  been waiting for this moment please come back #ColdplayJakarta ❤️🤗 https://t.co/IEAcoxKcqB";0;0;1;0;en;238400832;1724868240466407793;robsteguh;https://twitter.com/robsteguh/status/1724868240466407793
Wed Nov 15 19:12:11 +0000 2023;1724867911427432586;"@coldplay CAN’T WAIT FOR THE SECOND CONCERT IN INDONESIAAA!!!❤️‍🔥❤️‍🔥❤️‍🔥";0;0;0;0;en;494171988;1724860844406911101;izpeezy;https://twitter.com/izpeezy/status/1724867911427432586
Wed Nov 15 19:06:13 +0000 2023;1724866411133374906;"Probably the best concert ive ever been to. thx @coldplay 💜🙆🏻‍♂️✨🌈";0;1;0;0;en;227658480;1724866411133374906;hdzaka11;https://twitter.com/hdzaka11/status/1724866411133374906
Wed Nov 15 19:03:08 +0000 2023;1724865633740022028;"@coldplay Best concert ever for me, wish you can sing The Astronout but over all very enjoying all performance we want more visit from you guys ❤️";0;0;0;0;en;1582250747806486528;1724860844406911101;l_lilye77;https://twitter.com/l_lilye77/status/1724865633740022028
Wed Nov 15 18:59:52 +0000 2023;1724864813640429735;"HAD SO MUCH FUN TODAY! COLDPLAY CONCERT WAS WORTH EVERY PENNY FOR REAAAALLLLLL";0;0;0;0;en;381514972;1724864813640429735;tiasdaily;https://twitter.com/tiasdaily/status/1724864813640429735
Wed Nov 15 18:59:13 +0000 2023;1724864649194316157;"guess who cried on a coldplay concert during my universe";0;0;0;0;en;1211504592019574784;1724864649194316157;nyamjoon13;https://twitter.com/nyamjoon13/status/1724864649194316157
Wed Nov 15 18:57:14 +0000 2023;1724864149589741733;"@coldplay We’ll be waiting and you’re welcomed anytime! Come back folks, there are still many many more people who wanna attend your concert 💙💙 Rest well and have a great Asian (and Perth) tour 🙌🏼🙏🏼";0;0;0;1;en;299522743;1724860844406911101;adhiantos;https://twitter.com/adhiantos/status/1724864149589741733
Wed Nov 15 18:55:42 +0000 2023;1724863764397265230;"Conservative Muslims in Indonesia protest Coldplay concert over LGBTQ+ support  https://t.co/COl29Qx4qX https://t.co/y7CoaYlZbW";1;0;2;0;en;4717892303;1724863764397265230;V_of_Europe;https://twitter.com/V_of_Europe/status/1724863764397265230
Wed Nov 15 18:53:35 +0000 2023;1724863233356632438;"coldplay concert is amazing. watch it if you havent 😭😭😭🫶🫶🫶";0;0;0;0;en;1682055592209444865;1724863233356632438;hopetoseeyous;https://twitter.com/hopetoseeyous/status/1724863233356632438
Wed Nov 15 18:50:32 +0000 2023;1724862462095429780;"Dozens of conservative Muslims marched in Indonesia's capital on Friday calling for cancellation of Coldplay's concert later this month, saying the British band's support of lesbian, gay, bisexual, and transgender will corrupt young people. https://t.co/fzoNoB6k3S";0;0;1;1;en;1697663144565542912;1724862462095429780;DuckStumbling;https://twitter.com/DuckStumbling/status/1724862462095429780
Wed Nov 15 18:50:30 +0000 2023;1724862456755818655;"@coldplay Will you re-do a Manchester concert ?";0;0;0;0;en;222420565;1724860844406911101;IddiYassin;https://twitter.com/IddiYassin/status/1724862456755818655
Wed Nov 15 18:46:08 +0000 2023;1724861358494089652;"@coldplay amazing concert guys  #ColdplayLatam2025";0;0;0;0;en;1615848094624530432;1724860844406911101;dontpxnicc;https://twitter.com/dontpxnicc/status/1724861358494089652
Wed Nov 15 18:44:37 +0000 2023;1724860974803382727;"@coldplay Always amazing concerts guys! ✨🇮🇩";0;0;0;3;en;1210017444535971847;1724860844406911101;Portal_Coldplay;https://twitter.com/Portal_Coldplay/status/1724860974803382727
Wed Nov 15 18:43:56 +0000 2023;1724860802446877104;"All those LBGT groups for Hamas pls note  Muslim anti-LGBT groups descend on Coldplay’s first concert in Indonesia https://t.co/NvgxgBxuRP";0;0;0;0;en;1577966073718181888;1724860802446877104;SoleMio_again;https://twitter.com/SoleMio_again/status/1724860802446877104
Wed Nov 15 18:41:28 +0000 2023;1724860180780007803;"Flew all the way from Sydney for the best concert ever! Tonight will be an unforgettable night #ColdplayInJakarta. Gotta admit that this one has beaten the one at the Royal Albert Hall that I went to. Fucking awesome crowd, Indonesia! Next stop, Sydney please @coldplay 🙏 https://t.co/wMursV8Hd5";1;3;16;88;en;79050244;1724860180780007803;stevrnkt;https://twitter.com/stevrnkt/status/1724860180780007803
Wed Nov 15 18:40:24 +0000 2023;1724859912357020158;"You gotta come back here and do a 2-3 days concert @coldplay  You know we got a millions of people across the country (with complexities to buy a tickets) who wants to watch you guys playing live So disappointed 😞";0;1;0;0;en;94934200;1724859912357020158;Karnajaya;https://twitter.com/Karnajaya/status/1724859912357020158
Wed Nov 15 18:38:31 +0000 2023;1724859440120111268;"@coldplay Too cute. Thx for coming here. I had to experience one of the best concert. Come again.";0;0;0;0;en;1608031664223170563;1724801536289824813;argalamajani;https://twitter.com/argalamajani/status/1724859440120111268
Wed Nov 15 18:38:25 +0000 2023;1724859413444604281;"@coldplay next time make it 2 days concert' in Indonesia!😭";0;0;0;0;en;1081622134282047488;1724815342025822591;Euustass;https://twitter.com/Euustass/status/1724859413444604281
Wed Nov 15 18:35:45 +0000 2023;1724858744016908746;"Finally @IDWantsColdplay @coldplayxtra @coldplay thank for amazing concert in my life! "See you soon, i'm promise" https://t.co/pMiVbFrAIX";0;1;0;2;en;1087274241865670656;1724858744016908746;masasihguys;https://twitter.com/masasihguys/status/1724858744016908746
Wed Nov 15 18:24:29 +0000 2023;1724855909942468816;"JUST REMEMBERED THAT IM GOING FOR COLDPLAY’S CONCERT NEXT WEEK OH MY GOD I ALMOST FORGOT";0;0;0;0;en;1427870650299912193;1724855909942468816;dshxnie;https://twitter.com/dshxnie/status/1724855909942468816
Wed Nov 15 18:23:36 +0000 2023;1724855685878603897;"best concert ever. thank you @coldplay";0;0;0;0;en;408991359;1724855685878603897;ecowskii;https://twitter.com/ecowskii/status/1724855685878603897
Wed Nov 15 18:23:19 +0000 2023;1724855616848699892;"So my upcoming concerts: -Coldplay in kl -Ed sheeran in kl -Niall horan in sg";0;0;0;0;en;3164709122;1724855616848699892;ty_mylove2701;https://twitter.com/ty_mylove2701/status/1724855616848699892
